Protein_Gene	RNA_Gene		
IGF2BP3	NOP2		
IGF2BP3	NOP56		
IGF2BP3	NOP58		
IGF2BP3	NOTCH2		
IGF2BP3	NPC2		
IGF2BP3	NPLOC4		
IGF2BP3	NPM1		
IGF2BP3	NPM3		
IGF2BP3	NPTN		
IGF2BP3	NPTX1		
IGF2BP3	NPTX2		
IGF2BP3	NR2C2		
IGF2BP3	NR2F1		
IGF2BP3	NR2F1-AS1		
IGF2BP3	NR2F2		
IGF2BP3	NR2F6		
IGF2BP3	NR3C1		
IGF2BP3	NR3C2		
IGF2BP3	NRCAM		
IGF2BP3	NRD1		
IGF2BP3	NRDE2		
IGF2BP3	NRSN2		
IGF2BP3	NSF		
IGF2BP3	NSFL1C		
IGF2BP3	NSL1		
IGF2BP3	NSMF		
IGF2BP3	NT5C2		
IGF2BP3	NT5C3B		
IGF2BP3	NT5DC1		
IGF2BP3	NT5DC2		
IGF2BP3	NUCB1		
IGF2BP3	NUCKS1		
IGF2BP3	NUDC		
IGF2BP3	NUDCD1		
IGF2BP3	NUDT16		
IGF2BP3	NUDT5		
IGF2BP3	NUFIP2		
IGF2BP3	NUMA1		
IGF2BP3	NUMB		
IGF2BP3	NUMBL		
IGF2BP3	NUP107		
IGF2BP3	NUP153		
IGF2BP3	NUP188		
IGF2BP3	NUP205		
IGF2BP3	NUP210		
IGF2BP3	NUP214		
IGF2BP3	NUP50		
IGF2BP3	NUP54		
IGF2BP3	NUP58		
IGF2BP3	NUP62		
IGF2BP3	NUP85		
IGF2BP3	NUP88		
IGF2BP3	NUP93		
IGF2BP3	NUP98		
IGF2BP3	NUPL2		
IGF2BP3	NUS1		
IGF2BP3	NUSAP1		
IGF2BP3	NUTF2		
IGF2BP3	NXF1		
IGF2BP3	NXT1		
IGF2BP3	OARD1		
IGF2BP3	OAT		
IGF2BP3	OAZ1		
IGF2BP3	OAZ2		
IGF2BP3	OBSL1		
IGF2BP3	OCIAD1		
IGF2BP3	OCRL		
IGF2BP3	ODC1		
IGF2BP3	ODF2		
IGF2BP3	OGT		
IGF2BP3	OLA1		
IGF2BP3	OPA1		
IGF2BP3	ORC1		
IGF2BP3	ORC2		
IGF2BP3	ORMDL1		
IGF2BP3	OS9		
IGF2BP3	OSBP		
IGF2BP3	OSBPL11		
IGF2BP3	OSBPL8		
IGF2BP3	OSBPL9		
IGF2BP3	OSER1		
IGF2BP3	OSGEPL1		
IGF2BP3	OSGIN2		
IGF2BP3	OST4		
IGF2BP3	OTUB1		
IGF2BP3	OTUD4		
IGF2BP3	OTUD5		
IGF2BP3	OTUD6B		
IGF2BP3	OTUD6B-AS1		
IGF2BP3	OTULIN		
IGF2BP3	OXA1L		
IGF2BP3	OXSR1		
IGF2BP3	P2RY1		
IGF2BP3	P4HA1		
IGF2BP3	P4HB		
IGF2BP3	PA2G4		
IGF2BP3	PABPC1		
IGF2BP3	PABPC4		
IGF2BP3	PABPN1		
IGF2BP3	PACS2		
IGF2BP3	PAICS		
IGF2BP3	PAIP1		
IGF2BP3	PAK1		
IGF2BP3	PAK4		
IGF2BP3	PALB2		
IGF2BP3	PALLD		
IGF2BP3	PAM		
IGF2BP3	PAN2		
IGF2BP3	PAPD4		
IGF2BP3	PAPD7		
IGF2BP3	PAPOLA		
IGF2BP3	PAPSS1		
IGF2BP3	PARD3		
IGF2BP3	PARD6G-AS1		
IGF2BP3	PARK7		
IGF2BP3	PARP1		
IGF2BP3	PARP6		
IGF2BP3	PAX3		
IGF2BP3	PAX6		
IGF2BP3	PAXBP1		
IGF2BP3	PAXIP1		
IGF2BP3	PBK		
IGF2BP3	PBX3		
IGF2BP3	PCBP1		
IGF2BP3	PCBP2		
IGF2BP3	PCBP4		
IGF2BP3	PCF11		
IGF2BP3	PCGF2		
IGF2BP3	PCGF3		
IGF2BP3	PCID2		
IGF2BP3	PCLO		
IGF2BP3	PCMT1		
IGF2BP3	PCMTD2		
IGF2BP3	PCNP		
IGF2BP3	PCNX		
IGF2BP3	PCNXL3		
IGF2BP3	PCNXL4		
IGF2BP3	PCSK6		
IGF2BP3	PDAP1		
IGF2BP3	PDCD10		
IGF2BP3	PDCD11		
IGF2BP3	PDCD2		
IGF2BP3	PDCD2L		
IGF2BP3	PDCD4		
IGF2BP3	PDCD5		
IGF2BP3	PDCD6		
IGF2BP3	PDCD6IP		
IGF2BP3	PDE4D		
IGF2BP3	PDE5A		
IGF2BP3	PDE6D		
IGF2BP3	PDE6G		
IGF2BP3	PDE7A		
IGF2BP3	PDGFC		
IGF2BP3	PDHA1		
IGF2BP3	PDHB		
IGF2BP3	PDIA3		
IGF2BP3	PDIA4		
IGF2BP3	PDIA6		
IGF2BP3	PDLIM1		
IGF2BP3	PDPN		
IGF2BP3	PDPR		
IGF2BP3	PDS5A		
IGF2BP3	PDS5B		
IGF2BP3	PDXDC1		
IGF2BP3	PDXK		
IGF2BP3	PDZD8		
IGF2BP3	PDZRN3		
IGF2BP3	PEA15		
IGF2BP3	PEBP1		
IGF2BP3	PEF1		
IGF2BP3	PELI2		
IGF2BP3	PELP1		
IGF2BP3	PEMT		
IGF2BP3	PEPD		
IGF2BP3	PES1		
IGF2BP3	PEX10		
IGF2BP3	PEX14		
IGF2BP3	PEX19		
IGF2BP3	PEX5		
IGF2BP3	PFAS		
IGF2BP3	PFDN1		
IGF2BP3	PFDN2		
IGF2BP3	PFKP		
IGF2BP3	PFN1		
IGF2BP3	PFN2		
IGF2BP3	PGAM1		
IGF2BP3	PGAP1		
IGF2BP3	PGAP2		
IGF2BP3	PGD		
IGF2BP3	PGK1		
IGF2BP3	PGM2		
IGF2BP3	PGRMC1		
IGF2BP3	PGRMC2		
IGF2BP3	PHACTR2		
IGF2BP3	PHB		
IGF2BP3	PHB2		
IGF2BP3	PHC2		
IGF2BP3	PHF10		
IGF2BP3	PHF12		
IGF2BP3	PHF14		
IGF2BP3	PHF2		
IGF2BP3	PHF20		
IGF2BP3	PHF21A		
IGF2BP3	PHF21B		
IGF2BP3	PHF5A		
IGF2BP3	PHF8		
IGF2BP3	PHGDH		
IGF2BP3	PHIP		
IGF2BP3	PHKA1		
IGF2BP3	PHRF1		
IGF2BP3	PI4KA		
IGF2BP3	PI4KB		
IGF2BP3	PIAS1		
IGF2BP3	PIAS3		
IGF2BP3	PIAS4		
IGF2BP3	PICALM		
IGF2BP3	PIEZO1		
IGF2BP3	PIGK		
IGF2BP3	PIGN		
IGF2BP3	PIGO		
IGF2BP3	PIGS		
IGF2BP3	PIGT		
IGF2BP3	PIGU		
IGF2BP3	PIGV		
IGF2BP3	PIK3R4		
IGF2BP3	PIM1		
IGF2BP3	PIP4K2B		
IGF2BP3	PIP5K1A		
IGF2BP3	PISD		
IGF2BP3	PITPNA		
IGF2BP3	PITPNB		
IGF2BP3	PITRM1		
IGF2BP3	PITX1		
IGF2BP3	PITX2		
IGF2BP3	PJA1		
IGF2BP3	PJA2		
IGF2BP3	PKD1P6		
IGF2BP3	PKD2		
IGF2BP3	PKM		
IGF2BP3	PKN1		
IGF2BP3	PKN2		
IGF2BP3	PLAGL2		
IGF2BP3	PLCG1		
IGF2BP3	PLD3		
IGF2BP3	PLEKHA7		
IGF2BP3	PLEKHG2		
IGF2BP3	PLK1		
IGF2BP3	PLK4		
IGF2BP3	PLOD2		
IGF2BP3	PLRG1		
IGF2BP3	PLS3		
IGF2BP3	PLSCR1		
IGF2BP3	PLXNA1		
IGF2BP3	PML		
IGF2BP3	PMP22		
IGF2BP3	PMS1		
IGF2BP3	PNISR		
IGF2BP3	PNKP		
IGF2BP3	PNN		
IGF2BP3	PNP		
IGF2BP3	PNPLA2		
IGF2BP3	POC5		
IGF2BP3	PODXL		
IGF2BP3	POFUT1		
IGF2BP3	POFUT2		
IGF2BP3	POGK		
IGF2BP3	POGLUT1		
IGF2BP3	POGZ		
IGF2BP3	POLA1		
IGF2BP3	POLD1		
IGF2BP3	POLD2		
IGF2BP3	POLD3		
IGF2BP3	POLDIP3		
IGF2BP3	POLE		
IGF2BP3	POLE3		
IGF2BP3	POLG		
IGF2BP3	POLI		
IGF2BP3	POLL		
IGF2BP3	POLR1A		
IGF2BP3	POLR1B		
IGF2BP3	POLR1D		
IGF2BP3	POLR2A		
IGF2BP3	POLR2B		
IGF2BP3	POLR2C		
IGF2BP3	POLR2E		
IGF2BP3	POLR2F		
IGF2BP3	POLR2G		
IGF2BP3	POLR2I		
IGF2BP3	POLR2J		
IGF2BP3	POLR2J4		
IGF2BP3	POLR3D		
IGF2BP3	POLR3E		
IGF2BP3	POLR3F		
IGF2BP3	POLR3H		
IGF2BP3	POM121C		
IGF2BP3	POMGNT2		
IGF2BP3	POMP		
IGF2BP3	POMT1		
IGF2BP3	PON2		
IGF2BP3	POP1		
IGF2BP3	POU2F1		
IGF2BP3	PP7080		
IGF2BP3	PPA1		
IGF2BP3	PPA2		
IGF2BP3	PPARG		
IGF2BP3	PPARGC1A		
IGF2BP3	PPARGC1B		
IGF2BP3	PPDPF		
IGF2BP3	PPFIA1		
IGF2BP3	PPFIBP1		
IGF2BP3	PPIA		
IGF2BP3	PPIE		
IGF2BP3	PPIF		
IGF2BP3	PPIG		
IGF2BP3	PPIL1		
IGF2BP3	PPIL4		
IGF2BP3	PPM1F		
IGF2BP3	PPME1		
IGF2BP3	PPP1CA		
IGF2BP3	PPP1CB		
IGF2BP3	PPP1CC		
IGF2BP3	PPP1R12A		
IGF2BP3	PPP1R12B		
IGF2BP3	PPP1R15B		
IGF2BP3	PPP1R2		
IGF2BP3	PPP1R7		
IGF2BP3	PPP1R8		
IGF2BP3	PPP1R9B		
IGF2BP3	PPP2CA		
IGF2BP3	PPP2R1A		
IGF2BP3	PPP2R2A		
IGF2BP3	PPP2R3C		
IGF2BP3	PPP2R4		
IGF2BP3	PPP2R5C		
IGF2BP3	PPP2R5D		
IGF2BP3	PPP3CA		
IGF2BP3	PPP3R1		
IGF2BP3	PPP4C		
IGF2BP3	PPP4R1		
IGF2BP3	PPP4R2		
IGF2BP3	PPP4R3A		
IGF2BP3	PPP4R3B		
IGF2BP3	PPP5C		
IGF2BP3	PPP6R1		
IGF2BP3	PPP6R3		
IGF2BP3	PPRC1		
IGF2BP3	PPT1		
IGF2BP3	PPWD1		
IGF2BP3	PRAME		
IGF2BP3	PRC1		
IGF2BP3	PRCC		
IGF2BP3	PRDM10		
IGF2BP3	PRDM6		
IGF2BP3	PRDX1		
IGF2BP3	PRDX3		
IGF2BP3	PRDX4		
IGF2BP3	PREB		
IGF2BP3	PRELID1		
IGF2BP3	PRICKLE1		
IGF2BP3	PRIM1		
IGF2BP3	PRIMPOL		
IGF2BP3	PRKAB2		
IGF2BP3	PRKACA		
IGF2BP3	PRKACB		
IGF2BP3	PRKAG1		
IGF2BP3	PRKAR1A		
IGF2BP3	PRKAR2B		
IGF2BP3	PRKCH		
IGF2BP3	PRKCSH		
IGF2BP3	PRKD3		
IGF2BP3	PRKDC		
IGF2BP3	PRKRA		
IGF2BP3	PRMT1		
IGF2BP3	PRMT2		
IGF2BP3	PRMT3		
IGF2BP3	PRMT5		
IGF2BP3	PRMT6		
IGF2BP3	PROSC		
IGF2BP3	PROSER1		
IGF2BP3	PROSER2		
IGF2BP3	PROSER3		
IGF2BP3	PRPF19		
IGF2BP3	PRPF38B		
IGF2BP3	PRPF39		
IGF2BP3	PRPF40A		
IGF2BP3	PRPF4B		
IGF2BP3	PRPF8		
IGF2BP3	PRPS1		
IGF2BP3	PRPS2		
IGF2BP3	PRR12		
IGF2BP3	PRR13		
IGF2BP3	PRR14		
IGF2BP3	PRR14L		
IGF2BP3	PRR4		
IGF2BP3	PRRC2A		
IGF2BP3	PRRC2B		
IGF2BP3	PRRC2C		
IGF2BP3	PRRX1		
IGF2BP3	PRSS12		
IGF2BP3	PRUNE		
IGF2BP3	PSAP		
IGF2BP3	PSAT1		
IGF2BP3	PSEN1		
IGF2BP3	PSIP1		
IGF2BP3	PSMA1		
IGF2BP3	PSMA3		
IGF2BP3	PSMA4		
IGF2BP3	PSMA7		
IGF2BP3	PSMB1		
IGF2BP3	PSMB3		
IGF2BP3	PSMB4		
IGF2BP3	PSMB5		
IGF2BP3	PSMB7		
IGF2BP3	PSMC2		
IGF2BP3	PSMC4		
IGF2BP3	PSMC5		
IGF2BP3	PSMD11		
IGF2BP3	PSMD2		
IGF2BP3	PSMD3		
IGF2BP3	PSMD6		
IGF2BP3	PSMD7		
IGF2BP3	PSME3		
IGF2BP3	PSMF1		
IGF2BP3	PSMG1		
IGF2BP3	PSMG2		
IGF2BP3	PSPH		
IGF2BP3	PSRC1		
IGF2BP3	PTAR1		
IGF2BP3	PTBP1		
IGF2BP3	PTBP2		
IGF2BP3	PTBP3		
IGF2BP3	PTCD3		
IGF2BP3	PTCH1		
IGF2BP3	PTGES3		
IGF2BP3	PTGFRN		
IGF2BP3	PTK2		
IGF2BP3	PTMA		
IGF2BP3	PTMS		
IGF2BP3	PTOV1		
IGF2BP3	PTP4A1		
IGF2BP3	PTP4A2		
IGF2BP3	PTPN1		
IGF2BP3	PTPN13		
IGF2BP3	PTPN18		
IGF2BP3	PTPN23		
IGF2BP3	PTPN9		
IGF2BP3	PTPRA		
IGF2BP3	PTPRD		
IGF2BP3	PTPRF		
IGF2BP3	PTPRG		
IGF2BP3	PTPRS		
IGF2BP3	PTTG1		
IGF2BP3	PTTG1IP		
IGF2BP3	PUDP		
IGF2BP3	PUM1		
IGF2BP3	PUM2		
IGF2BP3	PUSL1		
IGF2BP3	PVR		
IGF2BP3	PVRL2		
IGF2BP3	PWP1		
IGF2BP3	PWWP2A		
IGF2BP3	PXDN		
IGF2BP3	PXK		
IGF2BP3	PXMP2		
IGF2BP3	PXN		
IGF2BP3	PYCR1		
IGF2BP3	PYCR2		
IGF2BP3	QARS		
IGF2BP3	QDPR		
IGF2BP3	QKI		
IGF2BP3	QPRT		
IGF2BP3	QRICH1		
IGF2BP3	QSOX2		
IGF2BP3	R3HDM2		
IGF2BP3	RAB10		
IGF2BP3	RAB11A		
IGF2BP3	RAB11FIP4		
IGF2BP3	RAB1A		
IGF2BP3	RAB1B		
IGF2BP3	RAB2A		
IGF2BP3	RAB35		
IGF2BP3	RAB3GAP1		
IGF2BP3	RAB3IP		
IGF2BP3	RAB40C		
IGF2BP3	RAB5A		
IGF2BP3	RAB6A		
IGF2BP3	RAB7A		
IGF2BP3	RAB8A		
IGF2BP3	RABEP1		
IGF2BP3	RABGAP1		
IGF2BP3	RABGGTA		
IGF2BP3	RABGGTB		
IGF2BP3	RABL6		
IGF2BP3	RAC1		
IGF2BP3	RACGAP1		
IGF2BP3	RAD1		
IGF2BP3	RAD18		
IGF2BP3	RAD21		
IGF2BP3	RAD23B		
IGF2BP3	RAD50		
IGF2BP3	RAD51AP1		
IGF2BP3	RAD51B		
IGF2BP3	RAD52		
IGF2BP3	RAD54L		
IGF2BP3	RAD54L2		
IGF2BP3	RADIL		
IGF2BP3	RAE1		
IGF2BP3	RAI1		
IGF2BP3	RAI14		
IGF2BP3	RALGAPA1		
IGF2BP3	RALGAPB		
IGF2BP3	RALY		
IGF2BP3	RAN		
IGF2BP3	RANBP1		
IGF2BP3	RANBP3		
IGF2BP3	RANBP9		
IGF2BP3	RANGAP1		
IGF2BP3	RAP1A		
IGF2BP3	RAP1GDS1		
IGF2BP3	RAP2C		
IGF2BP3	RAPGEF1		
IGF2BP3	RAPGEF2		
IGF2BP3	RAPGEF6		
IGF2BP3	RAPH1		
IGF2BP3	RARA		
IGF2BP3	RARS		
IGF2BP3	RASA1		
IGF2BP3	RASGRP1		
IGF2BP3	RASSF3		
IGF2BP3	RASSF5		
IGF2BP3	RB1CC1		
IGF2BP3	RBBP4		
IGF2BP3	RBBP6		
IGF2BP3	RBBP7		
IGF2BP3	RBBP8		
IGF2BP3	RBCK1		
IGF2BP3	RBFOX2		
IGF2BP3	RBM10		
IGF2BP3	RBM12		
IGF2BP3	RBM12B		
IGF2BP3	RBM14		
IGF2BP3	RBM15		
IGF2BP3	RBM17		
IGF2BP3	RBM19		
IGF2BP3	RBM22		
IGF2BP3	RBM25		
IGF2BP3	RBM26		
IGF2BP3	RBM28		
IGF2BP3	RBM3		
IGF2BP3	RBM33		
IGF2BP3	RBM38		
IGF2BP3	RBM39		
IGF2BP3	RBM41		
IGF2BP3	RBM42		
IGF2BP3	RBM5		
IGF2BP3	RBM8A		
IGF2BP3	RBMX		
IGF2BP3	RBPJ		
IGF2BP3	RCBTB1		
IGF2BP3	RCC1		
IGF2BP3	RCC2		
IGF2BP3	RCCD1		
IGF2BP3	RCN1		
IGF2BP3	RCOR3		
IGF2BP3	RDH10		
IGF2BP3	RDH11		
IGF2BP3	RDX		
IGF2BP3	RECQL		
IGF2BP3	RECQL4		
IGF2BP3	REEP5		
IGF2BP3	RELA		
IGF2BP3	REPIN1		
IGF2BP3	RER1		
IGF2BP3	RERE		
IGF2BP3	REST		
IGF2BP3	REV1		
IGF2BP3	REV3L		
IGF2BP3	REXO2		
IGF2BP3	RFC1		
IGF2BP3	RFC4		
IGF2BP3	RFC5		
IGF2BP3	RFWD3		
IGF2BP3	RFXAP		
IGF2BP3	RGS5		
IGF2BP3	RGS7		
IGF2BP3	RHBDD1		
IGF2BP3	RHEB		
IGF2BP3	RHOA		
IGF2BP3	RHOC		
IGF2BP3	RHOQ		
IGF2BP3	RHOT1		
IGF2BP3	RIC1		
IGF2BP3	RIC8A		
IGF2BP3	RIC8B		
IGF2BP3	RIF1		
IGF2BP3	RIMKLB		
IGF2BP3	RIT1		
IGF2BP3	RLF		
IGF2BP3	RLIM		
IGF2BP3	RMDN3		
IGF2BP3	RMND5A		
IGF2BP3	RMND5B		
IGF2BP3	RN7SK		
IGF2BP3	RNA5-8SP2		
IGF2BP3	RNA5-8SP6		
IGF2BP3	RNA5S9		
IGF2BP3	RNASEH2C		
IGF2BP3	RNF10		
IGF2BP3	RNF111		
IGF2BP3	RNF13		
IGF2BP3	RNF138		
IGF2BP3	RNF157		
IGF2BP3	RNF166		
IGF2BP3	RNF167		
IGF2BP3	RNF19A		
IGF2BP3	RNF19B		
IGF2BP3	RNF20		
IGF2BP3	RNF213		
IGF2BP3	RNF214		
IGF2BP3	RNF34		
IGF2BP3	RNF40		
IGF2BP3	RNF41		
IGF2BP3	RNF44		
IGF2BP3	RNH1		
IGF2BP3	RNPEP		
IGF2BP3	RNPEPL1		
IGF2BP3	RNPS1		
IGF2BP3	RNU11		
IGF2BP3	RNU12		
IGF2BP3	RNU2-2P		
IGF2BP3	RNU2-61P		
IGF2BP3	RNU2-6P		
IGF2BP3	RNU4-1		
IGF2BP3	RNU4-2		
IGF2BP3	RNU5A-1		
IGF2BP3	RNU5B-1		
IGF2BP3	RNU5E-1		
IGF2BP3	RNY1		
IGF2BP3	ROBO1		
IGF2BP3	ROCK2		
IGF2BP3	RORA		
IGF2BP3	RP11-156P1.3		
IGF2BP3	RP11-217B1.2		
IGF2BP3	RP11-70C1.3		
IGF2BP3	RP11-834C11.4		
IGF2BP3	RP3-460G2.2		
IGF2BP3	RP6-24A23.3		
IGF2BP3	RP6-24A23.8		
IGF2BP3	RP9		
IGF2BP3	RPA1		
IGF2BP3	RPA2		
IGF2BP3	RPAP1		
IGF2BP3	RPF1		
IGF2BP3	RPL10		
IGF2BP3	RPL11		
IGF2BP3	RPL13		
IGF2BP3	RPL13A		
IGF2BP3	RPL14		
IGF2BP3	RPL15		
IGF2BP3	RPL17		
IGF2BP3	RPL18		
IGF2BP3	RPL19		
IGF2BP3	RPL21		
IGF2BP3	RPL22		
IGF2BP3	RPL23		
IGF2BP3	RPL23A		
IGF2BP3	RPL24		
IGF2BP3	RPL27		
IGF2BP3	RPL27A		
IGF2BP3	RPL28		
IGF2BP3	RPL29		
IGF2BP3	RPL3		
IGF2BP3	RPL31		
IGF2BP3	RPL32		
IGF2BP3	RPL34		
IGF2BP3	RPL35		
IGF2BP3	RPL35A		
IGF2BP3	RPL36		
IGF2BP3	RPL37		
IGF2BP3	RPL37A		
IGF2BP3	RPL38		
IGF2BP3	RPL39		
IGF2BP3	RPL4		
IGF2BP3	RPL41		
IGF2BP3	RPL5		
IGF2BP3	RPL6		
IGF2BP3	RPL7A		
IGF2BP3	RPL8		
IGF2BP3	RPL9		
IGF2BP3	RPLP0		
IGF2BP3	RPLP1		
IGF2BP3	RPLP2		
IGF2BP3	RPN1		
IGF2BP3	RPN2		
IGF2BP3	RPRD1A		
IGF2BP3	RPRD1B		
IGF2BP3	RPRD2		
IGF2BP3	RPS11		
IGF2BP3	RPS12		
IGF2BP3	RPS13		
IGF2BP3	RPS14		
IGF2BP3	RPS15		
IGF2BP3	RPS15A		
IGF2BP3	RPS16		
IGF2BP3	RPS19		
IGF2BP3	RPS2		
IGF2BP3	RPS20		
IGF2BP3	RPS21		
IGF2BP3	RPS23		
IGF2BP3	RPS24		
IGF2BP3	RPS25		
IGF2BP3	RPS27A		
IGF2BP3	RPS29		
IGF2BP3	RPS3		
IGF2BP3	RPS3A		
IGF2BP3	RPS4X		
IGF2BP3	RPS5		
IGF2BP3	RPS6		
IGF2BP3	RPS8		
IGF2BP3	RPS9		
IGF2BP3	RPSA		
IGF2BP3	RPTOR		
IGF2BP3	RPUSD3		
IGF2BP3	RRAGA		
IGF2BP3	RRAS2		
IGF2BP3	RRBP1		
IGF2BP3	RRM1		
IGF2BP3	RRM2		
IGF2BP3	RRP1B		
IGF2BP3	RRP36		
IGF2BP3	RRP8		
IGF2BP3	RSBN1		
IGF2BP3	RSF1		
IGF2BP3	RSL1D1		
IGF2BP3	RSPRY1		
IGF2BP3	RSRC1		
IGF2BP3	RSRC2		
IGF2BP3	RSRP1		
IGF2BP3	RTCB		
IGF2BP3	RTF1		
IGF2BP3	RTFDC1		
IGF2BP3	RTN3		
IGF2BP3	RTN4		
IGF2BP3	RTTN		
IGF2BP3	RUFY1		
IGF2BP3	RUFY3		
IGF2BP3	RUNX1T1		
IGF2BP3	RUNX3		
IGF2BP3	RUSC1		
IGF2BP3	RUVBL1		
IGF2BP3	RWDD1		
IGF2BP3	S100A10		
IGF2BP3	SACM1L		
IGF2BP3	SAE1		
IGF2BP3	SAFB		
IGF2BP3	SAFB2		
IGF2BP3	SALL2		
IGF2BP3	SAMD11		
IGF2BP3	SAMD12		
IGF2BP3	SAMD4B		
IGF2BP3	SAP130		
IGF2BP3	SAP18		
IGF2BP3	SAP30BP		
IGF2BP3	SAP30L		
IGF2BP3	SARAF		
IGF2BP3	SARM1		
IGF2BP3	SARNP		
IGF2BP3	SARS		
IGF2BP3	SARS2		
IGF2BP3	SATB2		
IGF2BP3	SBDS		
IGF2BP3	SBF1		
IGF2BP3	SBNO1		
IGF2BP3	SCAF1		
IGF2BP3	SCAF4		
IGF2BP3	SCAMP2		
IGF2BP3	SCAMP3		
IGF2BP3	SCAMP4		
IGF2BP3	SCAMP5		
IGF2BP3	SCAP		
IGF2BP3	SCARB1		
IGF2BP3	SCARB2		
IGF2BP3	SCARNA2		
IGF2BP3	SCARNA9		
IGF2BP3	SCD		
IGF2BP3	SCFD2		
IGF2BP3	SCLY		
IGF2BP3	SCMH1		
IGF2BP3	SCOC		
IGF2BP3	SCP2		
IGF2BP3	SCRN1		
IGF2BP3	SCRN3		
IGF2BP3	SCYL1		
IGF2BP3	SDAD1		
IGF2BP3	SDC1		
IGF2BP3	SDC2		
IGF2BP3	SDCBP		
IGF2BP3	SDCBP2-AS1		
IGF2BP3	SDCCAG3		
IGF2BP3	SDF2		
IGF2BP3	SDF4		
IGF2BP3	SDHA		
IGF2BP3	SDHB		
IGF2BP3	SDR39U1		
IGF2BP3	SEC11A		
IGF2BP3	SEC11C		
IGF2BP3	SEC14L1		
IGF2BP3	SEC16A		
IGF2BP3	SEC22C		
IGF2BP3	SEC23B		
IGF2BP3	SEC23IP		
IGF2BP3	SEC24A		
IGF2BP3	SEC24C		
IGF2BP3	SEC24D		
IGF2BP3	SEC61A1		
IGF2BP3	SEC61B		
IGF2BP3	SEC62		
IGF2BP3	SEC63		
IGF2BP3	SEL1L		
IGF2BP3	SELT		
IGF2BP3	SEMA4F		
IGF2BP3	SEMA6A		
IGF2BP3	SENP1		
IGF2BP3	SEP15		
IGF2BP3	SEPHS1		
IGF2BP3	SEPT10		
IGF2BP3	SEPT11		
IGF2BP3	SEPT2		
IGF2BP3	SEPT3		
IGF2BP3	SEPT6		
IGF2BP3	SEPT7		
IGF2BP3	SEPT8		
IGF2BP3	SEPT9		
IGF2BP3	SERBP1		
IGF2BP3	SERPINH1		
IGF2BP3	SESN2		
IGF2BP3	SESN3		
IGF2BP3	SESTD1		
IGF2BP3	SET		
IGF2BP3	SETD1A		
IGF2BP3	SETD2		
IGF2BP3	SETD3		
IGF2BP3	SETD5		
IGF2BP3	SETD6		
IGF2BP3	SETD8		
IGF2BP3	SETX		
IGF2BP3	SF1		
IGF2BP3	SF3A1		
IGF2BP3	SF3A3		
IGF2BP3	SF3B1		
IGF2BP3	SF3B2		
IGF2BP3	SF3B3		
IGF2BP3	SF3B6		
IGF2BP3	SFMBT2		
IGF2BP3	SFPQ		
IGF2BP3	SFXN1		
IGF2BP3	SGCB		
IGF2BP3	SGMS1		
IGF2BP3	SGPL1		
IGF2BP3	SH2B3		
IGF2BP3	SH3BP1		
IGF2BP3	SH3BP2		
IGF2BP3	SH3BP4		
IGF2BP3	SH3GLB2		
IGF2BP3	SH3RF1		
IGF2BP3	SHCBP1		
IGF2BP3	SHISA5		
IGF2BP3	SHKBP1		
IGF2BP3	SHMT2		
IGF2BP3	SHPRH		
IGF2BP3	SHTN1		
IGF2BP3	SIGMAR1		
IGF2BP3	SIKE1		
IGF2BP3	SIMC1		
IGF2BP3	SIN3A		
IGF2BP3	SIX1		
IGF2BP3	SKA2		
IGF2BP3	SKA3		
IGF2BP3	SKIDA1		
IGF2BP3	SKP1		
IGF2BP3	SKP2		
IGF2BP3	SLAIN1		
IGF2BP3	SLAIN2		
IGF2BP3	SLBP		
IGF2BP3	SLC16A1		
IGF2BP3	SLC16A9		
IGF2BP3	SLC19A1		
IGF2BP3	SLC1A3		
IGF2BP3	SLC1A5		
IGF2BP3	SLC20A1		
IGF2BP3	SLC20A2		
IGF2BP3	SLC22A23		
IGF2BP3	SLC25A1		
IGF2BP3	SLC25A10		
IGF2BP3	SLC25A11		
IGF2BP3	SLC25A17		
IGF2BP3	SLC25A19		
IGF2BP3	SLC25A22		
IGF2BP3	SLC25A28		
IGF2BP3	SLC25A36		
IGF2BP3	SLC25A39		
IGF2BP3	SLC25A44		
IGF2BP3	SLC25A46		
IGF2BP3	SLC25A5		
IGF2BP3	SLC26A4-AS1		
IGF2BP3	SLC27A4		
IGF2BP3	SLC29A1		
IGF2BP3	SLC29A2		
IGF2BP3	SLC2A1		
IGF2BP3	SLC2A4RG		
IGF2BP3	SLC30A9		
IGF2BP3	SLC35A2		
IGF2BP3	SLC35A4		
IGF2BP3	SLC35B1		
IGF2BP3	SLC35B2		
IGF2BP3	SLC35C2		
IGF2BP3	SLC36A1		
IGF2BP3	SLC38A1		
IGF2BP3	SLC38A2		
IGF2BP3	SLC38A7		
IGF2BP3	SLC39A1		
IGF2BP3	SLC39A10		
IGF2BP3	SLC39A14		
IGF2BP3	SLC39A6		
IGF2BP3	SLC39A8		
IGF2BP3	SLC3A2		
IGF2BP3	SLC41A3		
IGF2BP3	SLC4A2		
IGF2BP3	SLC4A7		
IGF2BP3	SLC5A6		
IGF2BP3	SLC6A15		
IGF2BP3	SLC6A6		
IGF2BP3	SLC6A8		
IGF2BP3	SLC6A9		
IGF2BP3	SLC7A1		
IGF2BP3	SLC7A5		
IGF2BP3	SLC7A6		
IGF2BP3	SLC9A3R1		
